volume,one_week_perf,one_month_perf,three_month_perf,six_month_perf,one_year_perf,bull_bear_signal,technical_rating,ad_trend,avg_volume_6_days,avg_volume_9_days,avg_volume_12_days,avg_volume_15_days,avg_volume_30_days,q1,q2,q3,q4,capital_fund_to_rwa,npl_to_total_loan,return_on_equity,total_loan_loss_provision_to_npl,symbol,market_cap,stock_bonus,eps_ttm,roa_ttm,roe_ttm,pr_ratio
13319,2.99,1.36,-16.73,-13.33,25.83,-,BY,No Change,12899.0,10703.0,10320.0,9049.0,6858.0,28.39%,15.53%,-5.70%,25.07%,12.0,4.0,8.0,64.0,NMFBS (National Microfinance Bittiya Sanstha Ltd.),15606332885.0,"[{'id': 5034, 'symbol': 'NMFBS', 'sector': 'MICROFINANCE', 'bonus': 14.25, 'cash': 0.75, 'total': 15, 'fiscal_year': '2080/2081'}, {'id': 5033, 'symbol': 'NMFBS', 'sector': 'MICROFINANCE', 'bonus': 7.5, 'cash': 7.5, 'total': 15, 'fiscal_year': '2079/2080'}, {'id': 5032, 'symbol': 'NMFBS', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 0, 'total': 15, 'fiscal_year': '2078/2079'}, {'id': 5031, 'symbol': 'NMFBS', 'sector': 'MICROFINANCE', 'bonus': 40, 'cash': 5, 'total': 45, 'fiscal_year': '2077/2078'}, {'id': 5030, 'symbol': 'NMFBS', 'sector': 'MICROFINANCE', 'bonus': 21, 'cash': 6, 'total': 27, 'fiscal_year': '2076/2077'}, {'id': 5029, 'symbol': 'NMFBS', 'sector': 'MICROFINANCE', 'bonus': 75, 'cash': 5, 'total': 80, 'fiscal_year': '2075/2076'}, {'id': 5028, 'symbol': 'NMFBS', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 15, 'total': 40, 'fiscal_year': '2074/2075'}, {'id': 5027, 'symbol': 'NMFBS', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 15, 'total': 35, 'fiscal_year': '2073/2074'}, {'id': 5026, 'symbol': 'NMFBS', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2072/2073'}, {'id': 5025, 'symbol': 'NMFBS', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2071/2072'}, {'id': 5024, 'symbol': 'NMFBS', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2070/2071'}, {'id': 5023, 'symbol': 'NMFBS', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2069/2070'}, {'id': 5022, 'symbol': 'NMFBS', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2068/2069'}, {'id': 5021, 'symbol': 'NMFBS', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2067/2068'}]",32.34,,,41.41
9965,2.76,-1.83,-3.76,-15.38,35.38,-,BY,No Change,14867.0,14498.0,16389.0,15423.0,15956.0,,,,,8.0,12.0,10.0,19.0,NMLBBL (Nerude Mirmire Laghubitta Bittiya Sanstha Limited),9840260672.0,"[{'id': 5048, 'symbol': 'NMLBBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2080/2081'}, {'id': 5047, 'symbol': 'NMLBBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2079/2080'}, {'id': 5046, 'symbol': 'NMLBBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2078/2079'}, {'id': 5045, 'symbol': 'NMLBBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2077/2078'}, {'id': 5044, 'symbol': 'NMLBBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2076/2077'}, {'id': 5043, 'symbol': 'NMLBBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2075/2076'}, {'id': 5042, 'symbol': 'NMLBBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2074/2075'}, {'id': 5041, 'symbol': 'NMLBBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2073/2074'}, {'id': 5040, 'symbol': 'NMLBBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2072/2073'}, {'id': 5039, 'symbol': 'NMLBBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2071/2072'}, {'id': 5038, 'symbol': 'NMLBBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2070/2071'}, {'id': 5037, 'symbol': 'NMLBBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2069/2070'}, {'id': 5036, 'symbol': 'NMLBBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2068/2069'}, {'id': 5035, 'symbol': 'NMLBBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2067/2068'}]",-8.97,,,-78.46
20783,4.01,2.39,-1.57,-9.29,16.56,-,BY,No Change,37850.0,30094.0,28033.0,25178.0,19756.0,8.24%,6.52%,-7.84%,8.06%,11.0,10.0,4.0,95.0,NUBL (Nirdhan Utthan Bank),18718163846.8,"[{'id': 5062, 'symbol': 'NUBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2080/2081'}, {'id': 5061, 'symbol': 'NUBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2079/2080'}, {'id': 5060, 'symbol': 'NUBL', 'sector': 'MICROFINANCE', 'bonus': 19, 'cash': 1, 'total': 20, 'fiscal_year': '2078/2079'}, {'id': 5059, 'symbol': 'NUBL', 'sector': 'MICROFINANCE', 'bonus': 29.5, 'cash': 1.55, 'total': 31.05, 'fiscal_year': '2077/2078'}, {'id': 5058, 'symbol': 'NUBL', 'sector': 'MICROFINANCE', 'bonus': 13, 'cash': 0.68, 'total': 13.68, 'fiscal_year': '2076/2077'}, {'id': 5057, 'symbol': 'NUBL', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 15.53, 'total': 40.53, 'fiscal_year': '2075/2076'}, {'id': 5056, 'symbol': 'NUBL', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 22.11, 'total': 42.11, 'fiscal_year': '2074/2075'}, {'id': 5055, 'symbol': 'NUBL', 'sector': 'MICROFINANCE', 'bonus': 66.67, 'cash': 14.04, 'total': 80.71, 'fiscal_year': '2073/2074'}, {'id': 5054, 'symbol': 'NUBL', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 11.58, 'total': 31.58, 'fiscal_year': '2072/2073'}, {'id': 5053, 'symbol': 'NUBL', 'sector': 'MICROFINANCE', 'bonus': 48.81, 'cash': 13.1, 'total': 61.91, 'fiscal_year': '2071/2072'}, {'id': 5052, 'symbol': 'NUBL', 'sector': 'MICROFINANCE', 'bonus': 40, 'cash': 12.63, 'total': 52.63, 'fiscal_year': '2070/2071'}, {'id': 5051, 'symbol': 'NUBL', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 11.58, 'total': 30.58, 'fiscal_year': '2069/2070'}, {'id': 5050, 'symbol': 'NUBL', 'sector': 'MICROFINANCE', 'bonus': 3.92, 'cash': 11.87, 'total': 15.79, 'fiscal_year': '2068/2069'}, {'id': 5049, 'symbol': 'NUBL', 'sector': 'MICROFINANCE', 'bonus': 8, 'cash': 0.42, 'total': 8.42, 'fiscal_year': '2067/2068'}]",10.41,,,68.81
13767,-1.98,3.31,-5.53,-5.91,35.8,-,BY,Distribution,14304.0,16253.0,24950.0,27964.0,19930.0,41.73%,31.87%,37.22%,40.43%,17.0,2.0,12.0,113.0,RSDC (RSDC Laghubitta Bittiya Sanstha Ltd.),6770997387.0,"[{'id': 5076, 'symbol': 'RSDC', 'sector': 'MICROFINANCE', 'bonus': 9.5, 'cash': 0.5, 'total': 10, 'fiscal_year': '2080/2081'}, {'id': 5075, 'symbol': 'RSDC', 'sector': 'MICROFINANCE', 'bonus': 8.6, 'cash': 0.45, 'total': 9.05, 'fiscal_year': '2079/2080'}, {'id': 5074, 'symbol': 'RSDC', 'sector': 'MICROFINANCE', 'bonus': 8, 'cash': 3, 'total': 11, 'fiscal_year': '2078/2079'}, {'id': 5073, 'symbol': 'RSDC', 'sector': 'MICROFINANCE', 'bonus': 10, 'cash': 0.53, 'total': 10.53, 'fiscal_year': '2077/2078'}, {'id': 5072, 'symbol': 'RSDC', 'sector': 'MICROFINANCE', 'bonus': 9, 'cash': 3.63, 'total': 12.63, 'fiscal_year': '2076/2077'}, {'id': 5071, 'symbol': 'RSDC', 'sector': 'MICROFINANCE', 'bonus': 6, 'cash': 10, 'total': 16, 'fiscal_year': '2075/2076'}, {'id': 5070, 'symbol': 'RSDC', 'sector': 'MICROFINANCE', 'bonus': 10, 'cash': 0.53, 'total': 10.53, 'fiscal_year': '2074/2075'}, {'id': 5069, 'symbol': 'RSDC', 'sector': 'MICROFINANCE', 'bonus': 13, 'cash': 0.68, 'total': 13.68, 'fiscal_year': '2073/2074'}, {'id': 5068, 'symbol': 'RSDC', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 0.79, 'total': 15.79, 'fiscal_year': '2072/2073'}, {'id': 5067, 'symbol': 'RSDC', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2071/2072'}, {'id': 5066, 'symbol': 'RSDC', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2070/2071'}, {'id': 5065, 'symbol': 'RSDC', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2069/2070'}, {'id': 5064, 'symbol': 'RSDC', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2068/2069'}, {'id': 5063, 'symbol': 'RSDC', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2067/2068'}]",9.36,,,76.63
7373,-16.16,-14.88,-19.78,-8.96,74.79,-,SL,Accumulation,6148.0,4463.0,3920.0,3194.0,1927.0,968.78%,3.27%,3002.52%,2350.56%,10.0,10.0,0.0,45.0,SAMAJ (Samaj Laghubittya Bittiya Sanstha Limited),678188000.0,"[{'id': 5090, 'symbol': 'SAMAJ', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2080/2081'}, {'id': 5089, 'symbol': 'SAMAJ', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2079/2080'}, {'id': 5088, 'symbol': 'SAMAJ', 'sector': 'MICROFINANCE', 'bonus': 14.25, 'cash': 0.75, 'total': 15, 'fiscal_year': '2078/2079'}, {'id': 5087, 'symbol': 'SAMAJ', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2077/2078'}, {'id': 5086, 'symbol': 'SAMAJ', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2076/2077'}, {'id': 5085, 'symbol': 'SAMAJ', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2075/2076'}, {'id': 5084, 'symbol': 'SAMAJ', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2074/2075'}, {'id': 5083, 'symbol': 'SAMAJ', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2073/2074'}, {'id': 5082, 'symbol': 'SAMAJ', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2072/2073'}, {'id': 5081, 'symbol': 'SAMAJ', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2071/2072'}, {'id': 5080, 'symbol': 'SAMAJ', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2070/2071'}, {'id': 5079, 'symbol': 'SAMAJ', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2069/2070'}, {'id': 5078, 'symbol': 'SAMAJ', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2068/2069'}, {'id': 5077, 'symbol': 'SAMAJ', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2067/2068'}]",0.11,,,27204.4
3302,-8.3,-10.33,-5.41,22.73,184.54,-,SL,Accumulation,4934.0,4270.0,4587.0,4526.0,4501.0,41.82%,29.33%,10.54%,32.71%,11.0,7.0,11.0,83.0,SHLB (Shrijanshil Laghubitta Bittiya Sanstha Limited),2657812500.0,"[{'id': 5104, 'symbol': 'SHLB', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2080/2081'}, {'id': 5103, 'symbol': 'SHLB', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2079/2080'}, {'id': 5102, 'symbol': 'SHLB', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2078/2079'}, {'id': 5101, 'symbol': 'SHLB', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2077/2078'}, {'id': 5100, 'symbol': 'SHLB', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2076/2077'}, {'id': 5099, 'symbol': 'SHLB', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2075/2076'}, {'id': 5098, 'symbol': 'SHLB', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2074/2075'}, {'id': 5097, 'symbol': 'SHLB', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2073/2074'}, {'id': 5096, 'symbol': 'SHLB', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2072/2073'}, {'id': 5095, 'symbol': 'SHLB', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2071/2072'}, {'id': 5094, 'symbol': 'SHLB', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2070/2071'}, {'id': 5093, 'symbol': 'SHLB', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2069/2070'}, {'id': 5092, 'symbol': 'SHLB', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2068/2069'}, {'id': 5091, 'symbol': 'SHLB', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2067/2068'}]",34.27,,,70.9
26196,1.71,1.62,-10.82,-13.57,2.95,-,-,Distribution,20339.0,18681.0,19332.0,17165.0,14835.0,-9.41%,-0.50%,-0.72%,2.24%,19.0,2.0,7.0,158.0,SKBBL (Sana Kisan Bikas Bank),32239986086.0,"[{'id': 5118, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 13.3, 'cash': 0.7, 'total': 14, 'fiscal_year': '2080/2081'}, {'id': 5117, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 14.25, 'cash': 0.75, 'total': 15, 'fiscal_year': '2079/2080'}, {'id': 5116, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 26, 'cash': 1.37, 'total': 27.37, 'fiscal_year': '2078/2079'}, {'id': 5115, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 1.32, 'total': 26.32, 'fiscal_year': '2077/2078'}, {'id': 5114, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 1.32, 'total': 26.32, 'fiscal_year': '2076/2077'}, {'id': 5113, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 27.25, 'cash': 1.43, 'total': 28.68, 'fiscal_year': '2075/2076'}, {'id': 5112, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 1.31, 'total': 26.31, 'fiscal_year': '2074/2075'}, {'id': 5111, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 1.32, 'total': 26.32, 'fiscal_year': '2073/2074'}, {'id': 5110, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 1.31, 'total': 26.31, 'fiscal_year': '2072/2073'}, {'id': 5109, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 1.31, 'total': 26.31, 'fiscal_year': '2071/2072'}, {'id': 5108, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 15.78, 'total': 15.78, 'fiscal_year': '2070/2071'}, {'id': 5107, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 11.31, 'total': 26.31, 'fiscal_year': '2069/2070'}, {'id': 5106, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2068/2069'}, {'id': 5105, 'symbol': 'SKBBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2067/2068'}]",24.01,,,35.28
34530,-1.14,3.59,2.23,-3.72,75.65,-,BY,Accumulation,35213.0,48411.0,48123.0,44284.0,27123.0,23.71%,14.17%,14.00%,17.94%,10.0,5.0,10.0,45.0,SLBBL (Swarojgar Laghu Bitta Bikas Bank),6778160500.0,"[{'id': 5132, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2080/2081'}, {'id': 5131, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 7, 'cash': 0.37, 'total': 7.37, 'fiscal_year': '2079/2080'}, {'id': 5130, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 22, 'cash': 1.58, 'total': 23.16, 'fiscal_year': '2078/2079'}, {'id': 5129, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 25, 'cash': 0, 'total': 25, 'fiscal_year': '2077/2078'}, {'id': 5128, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 13.27, 'cash': 0.7, 'total': 13.97, 'fiscal_year': '2076/2077'}, {'id': 5127, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 26.75, 'cash': 1.4, 'total': 28.15, 'fiscal_year': '2075/2076'}, {'id': 5126, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 1.05, 'total': 21.05, 'fiscal_year': '2074/2075'}, {'id': 5125, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 16.66, 'cash': 0.88, 'total': 17.54, 'fiscal_year': '2073/2074'}, {'id': 5124, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 30.4, 'cash': 1.6, 'total': 32, 'fiscal_year': '2072/2073'}, {'id': 5123, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 34.2, 'cash': 1.8, 'total': 36, 'fiscal_year': '2071/2072'}, {'id': 5122, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 27.39, 'cash': 20, 'total': 47.39, 'fiscal_year': '2070/2071'}, {'id': 5121, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 19, 'total': 19, 'fiscal_year': '2069/2070'}, {'id': 5120, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2068/2069'}, {'id': 5119, 'symbol': 'SLBBL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2067/2068'}]",26.23,,,38.51
23762,4.28,-13.79,31.57,69.36,208.13,-,-,Accumulation,9540.0,8306.0,7842.0,8303.0,15453.0,,,,,10.0,9.0,0.0,98.0,SLBSL (Samudayik Laghubitta Bittiya Sanstha Limited),4078823400.0,"[{'id': 5146, 'symbol': 'SLBSL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2080/2081'}, {'id': 5145, 'symbol': 'SLBSL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2079/2080'}, {'id': 5144, 'symbol': 'SLBSL', 'sector': 'MICROFINANCE', 'bonus': 10, 'cash': 5, 'total': 15, 'fiscal_year': '2078/2079'}, {'id': 5143, 'symbol': 'SLBSL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2077/2078'}, {'id': 5142, 'symbol': 'SLBSL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2076/2077'}, {'id': 5141, 'symbol': 'SLBSL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2075/2076'}, {'id': 5140, 'symbol': 'SLBSL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2074/2075'}, {'id': 5139, 'symbol': 'SLBSL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2073/2074'}, {'id': 5138, 'symbol': 'SLBSL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2072/2073'}, {'id': 5137, 'symbol': 'SLBSL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2071/2072'}, {'id': 5136, 'symbol': 'SLBSL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2070/2071'}, {'id': 5135, 'symbol': 'SLBSL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2069/2070'}, {'id': 5134, 'symbol': 'SLBSL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2068/2069'}, {'id': 5133, 'symbol': 'SLBSL', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2067/2068'}]",-12.73,,,-187.65
4588,-1.68,-7.17,-2.98,-7.37,46.91,-,-,Distribution,5479.0,5447.0,7548.0,6928.0,9127.0,57.12%,38.81%,37.51%,53.19%,16.0,4.0,6.0,37.0,SMATA (Samata Gharelu Laghubitta Bittiya Sanstha Limited),4963255440.0,"[{'id': 5160, 'symbol': 'SMATA', 'sector': 'MICROFINANCE', 'bonus': 5, 'cash': 0.26, 'total': 5.26, 'fiscal_year': '2080/2081'}, {'id': 5159, 'symbol': 'SMATA', 'sector': 'MICROFINANCE', 'bonus': 5.42, 'cash': 0.29, 'total': 5.71, 'fiscal_year': '2079/2080'}, {'id': 5158, 'symbol': 'SMATA', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 3, 'total': 18, 'fiscal_year': '2078/2079'}, {'id': 5157, 'symbol': 'SMATA', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 5, 'total': 25, 'fiscal_year': '2077/2078'}, {'id': 5156, 'symbol': 'SMATA', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 6.32, 'total': 26.32, 'fiscal_year': '2076/2077'}, {'id': 5155, 'symbol': 'SMATA', 'sector': 'MICROFINANCE', 'bonus': 15, 'cash': 16.58, 'total': 31.58, 'fiscal_year': '2075/2076'}, {'id': 5154, 'symbol': 'SMATA', 'sector': 'MICROFINANCE', 'bonus': 6.67, 'cash': 7.37, 'total': 14.04, 'fiscal_year': '2074/2075'}, {'id': 5153, 'symbol': 'SMATA', 'sector': 'MICROFINANCE', 'bonus': 20, 'cash': 11.58, 'total': 31.58, 'fiscal_year': '2073/2074'}, {'id': 5152, 'symbol': 'SMATA', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2072/2073'}, {'id': 5151, 'symbol': 'SMATA', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2071/2072'}, {'id': 5150, 'symbol': 'SMATA', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2070/2071'}, {'id': 5149, 'symbol': 'SMATA', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2069/2070'}, {'id': 5148, 'symbol': 'SMATA', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2068/2069'}, {'id': 5147, 'symbol': 'SMATA', 'sector': 'MICROFINANCE', 'bonus': 0, 'cash': 0, 'total': 0, 'fiscal_year': '2067/2068'}]",-5.24,,,-168.07
